119	1
180	2
221	3
123	4
217	5
102	6
81	7
199	8
211	9
33	10
99	11
205	12
183	13
220	14
195	15
212	16
189	17
216	18
103	19
87	20
64	21
20	22
104	23
36	24
48	25
184	26
206	27
38	29
57	30
194	31
100	32
219	33
96	34
70	35
58	36
178	37
218	38
163	39
105	40
65	42
37	43
224	44
124	45
185	46
141	47
63	48
214	49
210	50
45	51
156	52
111	53
122	54
54	55
167	56
215	57
32	58
179	59
197	60
115	61
204	62
77	63
196	64
1	65
120	66
53	67
84	68
190	69
201	70
173	71
150	72
222	73
181	74
128	75
193	76
162	77
67	78
147	79
159	80
198	81
138	82
69	83
82	84
207	85
174	86
74	87
129	88
8	89
89	90
27	91
66	92
213	93
142	94
97	95
136	96
17	97
187	98
177	99
46	100
35	101
34	102
19	103
95	104
9	105
5	106
68	107
71	108
182	109
106	110
16	111
107	112
168	113
133	114
76	115
153	116
56	117
26	118
132	119
113	120
130	121
59	122
203	123
191	124
145	125
118	126
114	127
135	128
192	129
158	130
223	131
52	132
110	133
91	134
170	135
29	136
154	137
6	138
73	139
137	140
55	141
28	142
3	143
51	144
88	145
172	146
121	147
131	148
12	149
176	150
126	151
164	152
166	153
108	154
160	155
25	156
200	157
169	158
208	159
155	160
144	161
50	162
24	163
152	164
93	165
146	166
15	167
90	168
79	169
13	170
7	171
92	172
75	173
23	174
4	175
60	176
78	177
151	178
39	179
40	180
2	181
117	182
47	183
161	184
209	185
175	186
109	187
61	188
72	189
83	190
134	191
18	192
188	193
85	194
148	195
80	196
112	197
127	198
140	199
31	200
22	201
98	202
165	203
86	204
42	205
171	206
14	207
62	208
44	209
157	210
30	211
101	212
202	213
49	214
43	215
21	216
139	217
10	218
186	219
149	220
41	221
143	222
11	224
116	225
125	226
