199	1
37	2
56	3
299	5
495	7
24	8
456	9
681	10
58	11
30	12
33	14
46	15
48	16
209	17
41	18
421	20
71	21
49	22
52	23
23	24
556	25
26	27
360	28
361	29
687	30
609	32
32	33
28	34
680	35
20	36
43	37
44	38
47	39
57	40
45	41
34	42
55	43
38	44
51	45
54	47
573	48
238	49
29	50
221	51
21	52
39	54
64	55
562	56
40	57
42	58
50	59
59	60
35	61
66	62
453	63
22	64
25	65
62	66
356	67
455	69
625	70
543	71
571	72
617	74
332	75
334	80
6	82
87	86
307	91
684	93
494	94
180	97
539	100
469	101
624	102
492	103
303	106
4	107
472	110
371	111
327	112
572	118
515	119
262	120
122	121
236	124
78	125
685	126
68	128
682	130
136	131
207	136
578	143
688	146
466	147
493	148
355	152
673	155
92	160
683	161
240	165
123	173
60	181
405	182
202	193
1	194
61	197
522	198
137	205
384	206
317	213
210	219
113	231
516	234
357	242
540	245
570	256
293	259
542	269
541	270
464	272
551	274
388	275
465	277
363	278
67	288
686	293
505	294
520	297
322	320
331	329
239	335
513	336
408	343
349	344
185	364
402	365
582	391
406	409
218	413
298	414
521	425
483	426
370	447
512	469
237	504
566	519
672	523
196	553
367	554
359	555
31	561
544	577
366	611
615	613
138	614
424	619
295	686
