159	1
172	2
182	3
181	4
176	5
180	6
179	7
175	8
174	9
169	10
133	11
152	12
164	13
177	14
173	15
168	16
136	17
160	18
170	19
163	20
148	21
156	22
137	23
167	24
151	25
123	26
153	27
171	28
178	29
119	30
124	31
83	32
146	33
126	34
147	35
165	36
162	37
113	38
132	39
161	40
100	41
59	42
130	43
95	44
157	45
158	46
131	47
154	48
125	49
60	50
104	51
141	52
142	53
80	54
91	55
117	56
22	57
33	58
99	59
96	60
85	61
79	62
90	63
107	64
166	65
144	66
110	67
16	68
86	69
122	71
102	72
9	73
127	74
84	75
155	76
134	77
29	78
145	79
138	80
8	81
87	82
65	83
77	84
150	85
88	86
11	87
51	88
129	89
55	90
101	91
66	92
5	93
34	94
109	95
43	96
47	97
78	98
120	99
45	100
76	101
116	102
52	103
108	104
67	105
121	106
27	107
35	108
42	109
92	110
46	111
115	112
143	113
44	114
36	115
81	116
118	117
106	118
139	119
15	120
4	121
103	122
18	123
111	124
89	125
71	126
24	127
12	128
37	129
98	130
3	131
41	132
82	133
28	134
40	136
23	137
56	138
128	139
30	140
13	141
25	142
70	143
105	144
72	145
1	146
140	147
53	148
58	149
48	150
50	151
17	152
49	153
19	154
14	155
69	156
10	157
97	158
68	159
2	160
6	161
112	162
114	163
62	164
63	165
61	166
7	167
73	168
38	169
93	170
75	171
54	172
20	173
32	174
57	175
74	176
64	177
149	178
31	179
94	180
21	181
26	182
39	183
