136	597
1	101
1	132
1	133
1	134
1	135
45	2
45	10
46	23
47	16
47	20
48	20
48	23
49	20
50	15
50	19
50	20
51	15
51	16
51	64
52	16
52	17
52	18
52	19
52	20
52	21
52	23
53	17
53	25
55	17
55	20
55	43
56	16
57	3
57	23
57	25
57	43
59	11
59	43
60	3
60	7
60	10
60	11
60	22
60	23
60	24
60	42
60	43
61	3
61	23
61	25
61	42
62	2
62	3
62	8
62	9
62	10
62	11
62	13
62	24
62	25
62	42
63	2
63	3
63	4
63	19
63	25
64	2
64	3
64	4
64	7
64	10
64	21
65	2
65	4
71	26
71	27
71	62
71	63
71	64
71	65
71	66
71	67
71	68
71	86
72	26
72	27
72	33
72	62
72	63
72	64
72	65
72	66
72	67
72	68
72	86
73	6
73	28
73	44
73	45
73	46
73	68
73	86
74	6
74	33
75	26
75	27
75	33
75	45
75	46
76	6
76	26
76	28
76	31
77	26
77	33
77	45
77	46
77	66
77	67
77	68
77	86
78	2
78	6
78	28
78	33
78	34
78	35
78	44
78	45
78	46
78	64
78	86
79	2
79	6
79	33
79	34
79	44
79	45
79	46
79	66
80	2
80	6
80	26
80	27
80	33
80	81
81	6
81	33
81	45
81	46
81	75
81	82
81	86
82	2
82	6
82	28
82	29
82	30
82	31
82	33
82	44
82	46
82	86
84	6
84	33
85	86
86	2
86	6
86	26
86	27
86	30
86	31
86	32
86	33
86	34
86	35
86	36
86	37
86	38
86	39
86	40
86	43
86	44
86	62
86	63
86	64
86	65
86	66
88	44
88	45
88	46
88	64
89	50
89	51
89	60
89	73
89	75
89	77
89	78
89	79
89	80
89	81
89	82
89	83
89	84
89	85
89	86
89	87
89	88
90	7
90	12
90	15
90	46
90	48
90	50
90	59
90	60
90	62
90	63
90	64
90	65
90	67
90	69
90	70
90	75
90	76
90	77
90	78
90	80
90	81
90	82
90	86
90	87
90	88
90	91
91	48
91	51
91	52
91	53
91	54
91	55
91	56
91	57
91	58
91	59
91	60
91	62
91	63
91	73
91	75
91	77
91	78
91	79
91	80
91	81
91	85
91	86
91	87
91	88
91	89
91	90
92	86
93	86
94	87
95	48
95	59
95	75
95	78
95	79
95	84
95	89
96	26
96	27
96	28
96	30
96	31
96	71
96	72
96	74
96	75
96	77
96	78
96	79
96	82
96	88
97	74
97	77
97	78
97	79
97	80
97	81
97	85
97	86
97	87
97	88
97	89
97	99
98	25
98	74
98	75
98	77
98	78
98	81
98	82
98	84
98	85
98	86
98	87
98	88
98	89
98	90
99	33
99	53
99	62
99	63
99	73
99	75
99	77
99	78
99	80
99	82
99	83
99	85
99	86
99	88
99	89
99	91
100	6
100	80
100	81
101	86
102	6
102	23
102	39
102	40
102	41
102	48
102	51
102	52
102	54
102	55
102	57
102	60
102	61
102	62
102	63
102	73
102	75
102	78
102	79
102	80
102	81
102	82
102	84
102	85
102	86
102	87
102	88
102	89
102	90
102	91
102	92
103	86
104	6
104	10
104	17
104	23
104	33
104	38
104	42
104	51
104	53
104	54
104	60
104	61
104	62
104	63
104	73
104	75
104	76
104	77
104	78
104	79
104	80
104	81
104	82
104	83
104	84
104	85
104	86
104	87
104	88
105	10
105	86
106	73
106	77
106	78
106	79
106	80
106	81
106	82
106	86
106	88
106	91
107	86
108	86
109	77
109	79
109	80
109	81
109	85
109	86
109	87
109	89
109	93
109	94
110	85
111	79
111	85
111	86
112	81
112	85
112	86
112	87
113	86
114	60
114	81
114	85
114	86
114	89
115	80
115	86
116	86
117	7
117	8
117	9
117	10
117	11
117	12
117	13
117	14
117	18
117	48
117	51
117	52
117	54
117	56
117	57
117	59
117	60
117	61
117	70
117	78
117	79
117	80
117	84
117	85
117	88
117	89
117	90
117	91
117	121
118	2
118	3
118	4
118	5
118	6
118	48
118	51
118	52
118	53
118	59
118	61
118	62
118	64
118	69
118	86
119	6
119	60
119	69
119	70
119	77
119	89
120	86
121	86
122	86
123	21
123	32
123	48
123	51
123	52
123	56
123	60
123	69
123	86
123	90
124	3
124	14
124	15
124	19
124	48
124	50
124	51
124	52
124	57
124	61
124	65
124	70
124	77
124	78
124	79
124	80
124	81
124	85
124	86
124	87
124	89
124	90
125	19
125	42
125	48
125	64
125	65
125	66
125	85
125	86
125	90
126	78
126	89
126	90
126	91
126	92
127	79
127	80
127	81
127	85
127	87
127	89
127	121
128	60
128	78
128	80
128	81
128	86
129	86
130	81
131	86
132	90
132	117
133	91
133	92
134	47
134	48
134	49
134	78
134	86
134	90
134	91
134	92
134	99
134	118
134	119
134	120
135	92
135	93
135	95
135	96
135	97
135	98
135	99
135	100
135	102
135	103
135	104
135	105
135	106
135	107
135	108
135	109
135	110
135	111
135	112
135	113
135	114
135	115
135	116
135	117
135	122
135	123
135	124
135	125
135	126
135	127
135	128
135	129
135	130
135	131
